Sted,Land,Path ID,Path order,Latitude,Longitude,Pil
Brisbane,Australia,30,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Dhaka,Bangladesh,31,1,23.72,90.41,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(40,11,11)""/></svg>"
Brisbane,Australia,31,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Thimphu,Bhutan,32,1,27.47,89.64,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(42,11,11)""/></svg>"
Brisbane,Australia,32,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bandar Seri Begawan,Brunei,33,1,4.94,114.95,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(41,11,11)""/></svg>"
Brisbane,Australia,33,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Phnom Penh,Cambodia,34,1,11.56,104.93,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(40,11,11)""/></svg>"
Brisbane,Australia,34,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Beijing,China,35,1,39.91,116.39,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(63,11,11)""/></svg>"
Brisbane,Australia,35,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Nicosia,Cyprus,36,1,35.16,33.36,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,36,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Tbilisi,Georgia,37,1,41.69,44.83,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(35,11,11)""/></svg>"
Brisbane,Australia,37,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
New Delhi,India,38,1,28.63,77.22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(38,11,11)""/></svg>"
Brisbane,Australia,38,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Jakarta,Indonesia,39,1,-6.21,106.85,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(26,11,11)""/></svg>"
Brisbane,Australia,39,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Tehran,Iran,40,1,35.69,51.42,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(33,11,11)""/></svg>"
Brisbane,Australia,40,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Baghdad,Iraq,41,1,33.34,44.4,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(31,11,11)""/></svg>"
Brisbane,Australia,41,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Jerusalem,Israel,42,1,31.77,35.22,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(28,11,11)""/></svg>"
Brisbane,Australia,42,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Tokyo,Japan,43,1,35.69,139.69,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(79,11,11)""/></svg>"
Brisbane,Australia,43,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Amman,Jordan,44,1,31.95,35.93,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(28,11,11)""/></svg>"
Brisbane,Australia,44,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Astana,Kazakhstan,45,1,51.18,71.45,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(47,11,11)""/></svg>"
Brisbane,Australia,45,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Kuwait City,Kuwait,46,1,29.37,47.98,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,46,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Bishkek,Kyrgyzstan,47,1,42.87,74.59,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(44,11,11)""/></svg>"
Brisbane,Australia,47,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Vientiane,Laos,48,1,17.97,102.6,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(43,11,11)""/></svg>"
Brisbane,Australia,48,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Beirut,Lebanon,49,1,33.89,35.5,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,49,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Kuala Lumpur,Malaysia,50,1,3.14,101.69,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(32,11,11)""/></svg>"
Brisbane,Australia,50,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Malé,Maldives,51,1,4.18,73.51,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(22,11,11)""/></svg>"
Brisbane,Australia,51,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Ulaanbaatar,Mongolia,52,1,47.91,106.89,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(61,11,11)""/></svg>"
Brisbane,Australia,52,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Naypyidaw,Myanmar,53,1,19.76,96.08,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(41,11,11)""/></svg>"
Brisbane,Australia,53,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Kathmandu,Nepal,54,1,27.71,85.32,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(40,11,11)""/></svg>"
Brisbane,Australia,54,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Pyongyang,North Korea,55,1,39.04,125.76,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(69,11,11)""/></svg>"
Brisbane,Australia,55,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Muscat,Oman,56,1,23.61,58.59,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(29,11,11)""/></svg>"
Brisbane,Australia,56,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Islamabad,Pakistan,57,1,33.72,73.06,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(39,11,11)""/></svg>"
Brisbane,Australia,57,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Manila,Philippines,58,1,14.6,120.98,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(54,11,11)""/></svg>"
Brisbane,Australia,58,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
Doha,Qatar,59,1,25.29,51.53,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 22 22""><polygon points=""3,10 13,10 13,7 19,11 13,15 13,12 3,12"" fill=""#0078d4"" transform=""rotate(28,11,11)""/></svg>"
Brisbane,Australia,59,2,-27.47,153.02,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 62 36""><circle cx=""9""  cy=""13"" r=""7"" fill=""none"" stroke=""#0081c8"" stroke-width=""2.5""/><circle cx=""23"" cy=""13"" r=""7"" fill=""none"" stroke=""#000""    stroke-width=""2.5""/><circle cx=""37"" cy=""13"" r=""7"" fill=""none"" stroke=""#ee334e"" stroke-width=""2.5""/><circle cx=""16"" cy=""23"" r=""7"" fill=""none"" stroke=""#fcb131"" stroke-width=""2.5""/><circle cx=""30"" cy=""23"" r=""7"" fill=""none"" stroke=""#00a651"" stroke-width=""2.5""/></svg>"
